"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YCR071C","NC_001135.5","240103","240543","-",441,25,41,20,26,34.7304707090156,50.3351584943649,31.6382607815283,28.8461965180422,0.44,78.9328879750355,114.398087487193,71.9051381398371,65.559537541005
"YCR072C","NC_001135.5","240805","242352","-",1548,7,2,5,23,9.72453179852437,2.45537358509097,7.90956519538208,25.5177892274989,1.547,6.28605804688065,1.58718395933482,5.11284110884427,16.4950156609559
"YCR073C","NC_001135.5","242588","246583","-",3996,48,30,28,34,66.68250376131,36.8306037763646,44.2935650941396,37.7219492928244,3.995,16.6914903032065,9.21917491273206,11.0872503364555,9.44229018593852
"YCR073W-A","NC_001135.5","246963","247910","+",948,135,139,88,89,187.544541828684,170.648464163823,139.208347438725,98.7427496194521,0.947,198.040698868727,180.199011788619,146.999310917344,104.269006989918
"YCR075C","NC_001135.5","248033","248815","-",783,30,10,11,17,41.6765648508187,12.2768679254549,17.4010434298406,18.8609746464122,0.782,53.2948399626838,15.6993195977684,22.2519736954483,24.1188934097343
"YCR075W-A","NC_001135.5","248975","249202","+",228,15,10,11,8,20.8382824254094,12.2768679254549,17.4010434298406,8.87575277478221,0.227,91.7986009929928,54.0831186143386,76.6565789860818,39.1002324880274
"YCR076C","NC_001135.5","249293","250045","-",753,49,32,22,35,68.0717225896706,39.2859773614555,34.8020868596812,38.8314183896722,0.752,90.52090769903,52.2419911721483,46.2793708240441,51.6375244543513
"YCR077C","NC_001135.5","250238","252628","-",2391,126,153,98,142,175.041572373439,187.836079259459,155.027477829489,157.544611752384,2.39,73.2391516206856,78.5925017822006,64.8650534851417,65.9182475951398
"YCR079W","NC_001135.5","252845","254173","+",1329,53,41,29,31,73.6285979031131,50.3351584943649,45.8754781332161,34.3935420022811,1.328,55.4432213125852,37.9029807939495,34.5447877509157,25.8987515077418
"YCR081W","NC_001135.5","254371","258654","+",4284,32,46,37,67,44.45500250754,56.4735924570923,58.5307824458274,74.334429488801,4.283,10.3794075432034,13.1855224041775,13.6658376011738,17.3556921524168
"YCR082W","NC_001135.5","258883","259269","+",387,74,72,47,56,102.802193298686,88.393449063275,74.3499128365915,62.1302694234755,0.386,266.326925644265,228.998572702785,192.616354498942,160.959247211076
"YCR083W","NC_001135.5","259578","259961","+",384,30,61,20,21,41.6765648508187,74.8888943452746,31.6382607815283,23.2988510338033,0.383,108.816096216237,195.532361214816,82.6064250170452,60.8325092266405
"YCR084C","NC_001135.5","260311","262452","-",2142,256,211,181,280,355.64002006032,259.041913227097,286.326260072831,310.651347117377,2.141,166.109304091695,120.991085113077,133.734824882219,145.096378849779
"YCR085W","NC_001135.5","262916","263269","+",354,1,0,0,1,1.38921882836062,0,0,1.10946909684778,0.353,3.9354641030046,0,0,3.14297194574441
"YCR086W","NC_001135.5","263392","263964","+",573,19,12,11,22,26.3951577388519,14.7322415105458,17.4010434298406,24.4083201306511,0.572,46.1453806623284,25.7556669764787,30.4214045976234,42.6718883402991
"YCR087C-A","NC_001135.5","264006","264467","-",462,13,21,27,43,18.0598447686881,25.7814226434552,42.7116520550632,47.7071711644544,0.461,39.1753682617964,55.9249948881892,92.6500044578378,103.486271506409
"YCR088W","NC_001135.5","265068","266846","+",1779,327,253,144,197,454.274556873924,310.604758514008,227.795477627004,218.565412079012,1.778,255.497501053951,174.69333999663,128.118941297527,122.927678334652
"YCR089W","NC_001135.5","267434","272263","+",4830,47,22,22,27,65.2932849329493,27.0091094360007,34.8020868596812,29.95566561489,4.829,13.5210778490266,5.59310611638035,7.20689311652126,6.20328548662041
"YCR090C","NC_001135.5","272315","272863","-",549,25,36,41,56,34.7304707090156,44.1967245316375,64.8584346021331,62.1302694234755,0.548,63.3767713668168,80.650957174521,118.354807668126,113.376404057437
"YCR091W","NC_001135.5","274404","276566","+",2163,183,153,68,97,254.227045589994,187.836079259459,107.570086657196,107.618502394234,2.162,117.588827747453,86.8807027102032,49.7548966962055,49.7772906541324
"YCR092C","NC_001135.5","276764","279820","-",3057,41,29,25,57,56.9579719627856,35.6029169838191,39.5478259769104,63.2397385203233,3.056,18.6380798307544,11.6501691700979,12.9410425317115,20.6936317147655
"YCR093W","NC_001135.5","280117","286443","+",6327,253,202,160,220,351.472363575238,247.992732094188,253.106086252227,244.083201306511,6.326,55.5599689496108,39.2021391233304,40.0104467676615,38.5841291979941
"YCR094W","NC_001135.5","286762","287937","+",1176,43,39,30,40,59.7364096195069,47.8797849092739,47.4573911722925,44.3787638739111,1.175,50.8394975485165,40.7487531142757,40.3892690828021,37.7691607437541
"YCR095C","NC_001135.5","288170","289258","-",1089,26,16,26,34,36.1196895373762,19.6429886807278,41.1297390159868,37.7219492928244,1.088,33.1982440600885,18.0542175374336,37.8030689485173,34.670909276493
"YCR095W-A","NC_001135.5","289639","289797","+",159,1,2,0,1,1.38921882836062,2.45537358509097,0,1.10946909684778,0.158,8.79252423013053,15.5403391461454,0,7.02195630916314
"YCR096C","NC_001135.5","293179","293538","-",360,17,11,7,17,23.6167200821306,13.5045547180003,11.0733912735349,18.8609746464122,0.359,65.7847356048207,37.6171440612823,30.8451010404872,52.5375338340173
"YCR097W","NC_001135.5;NC_001135.5;NC_001135.5","293835;293994;294292","293939;294239;294321","+;+;+",381,19,19,11,19,26.3951577388519,23.3260490583642,17.4010434298406,21.0799128401078,0.486,54.3110241540162,47.9959857167988,35.8046161107831,43.3743062553657
"YNCC0014W","NC_001135.5","295484","295556","+",73,0,0,0,0,0,0,0,0,0.072,0,0,0,0
"YCR098C","NC_001135.5","297049","298605","-",1557,8,6,9,6,11.113750626885,7.36612075527291,14.2372173516877,6.65681458108666,1.556,7.14251325635282,4.73401076817025,9.1498826167659,4.27815847113538
"YCR099C","NC_001135.5","300832","301299","-",468,16,6,6,18,22.22750125377,7.36612075527291,9.4914782344585,19.97044374326,0.467,47.596362427773,15.7732778485501,20.3243645277484,42.7632628335331
"YCR100C","NC_001135.5","301271","302221","-",951,13,13,7,14,18.0598447686881,15.9599283030913,11.0733912735349,15.5325673558689,0.95,19.0103629144085,16.7999245295698,11.6562013405631,16.3500709009146
"YCR101C","NC_001135.5","302482","303030","-",549,5,5,7,10,6.94609414180312,6.13843396272743,11.0733912735349,11.0946909684778,0.548,12.6753542733634,11.2015218297946,20.206918382363,20.245786438828
"YCR102C","NC_001135.5","304361","305467","-",1107,13,8,5,3,18.0598447686881,9.82149434036389,7.90956519538208,3.32840729054333,1.106,16.3289735702424,8.88019379779736,7.15150560161128,3.0094098467842
"YCR104W","NC_001135.5","307801","308175","+",375,0,0,0,0,0,0,0,0,0.374,0,0,0,0
"YCR105W","NC_001135.5","309070","310155","+",1086,0,0,0,0,0,0,0,0,1.085,0,0,0,0
"YCR106W","NC_001135.5","310958","313456","+",2499,0,0,0,0,0,0,0,0,2.498,0,0,0,0
"YCR107W","NC_001135.5","313890","314981","+",1092,2,1,0,5,2.77843765672125,1.22768679254549,0,5.54734548423888,1.091,2.54668896124771,1.12528578601786,0,5.08464297363784
"YCR108C","NC_001135.5","315997","316188","-",192,0,0,0,1,0,0,0,1.10946909684778,0.191,0,0,0,5.80873872695171
"YDL248W","NC_001136.10","1802","2953","+",1152,94,87,60,71,130.586569865899,106.808750951457,94.9147823445849,78.7723058761921,1.151,113.454882594178,92.7964821472261,82.462886485304,68.4381458524693
"YDL247W","NC_001136.10","5985","7814","+",1830,11,12,12,16,15.2814071119669,14.7322415105458,18.982956468917,17.7515055495644,1.829,8.35506129686543,8.05480673075223,10.3788717708677,9.7055798521402
"YDL246C","NC_001136.10","8683","9756","-",1074,10,7,13,9,13.8921882836062,8.5938075478184,20.5648695079934,9.98522187162999,1.073,12.9470533863991,8.00914030551575,19.165768413787,9.30589177225535
"YDL245C","NC_001136.10","11657","13360","-",1704,24,10,8,9,33.341251880655,12.2768679254549,12.6553043126113,9.98522187162999,1.703,19.5779517795978,7.20896531148259,7.43118280247289,5.86331290172049
"YDL244W","NC_001136.10","16204","17226","+",1023,2,2,3,0,2.77843765672125,2.45537358509097,4.74573911722925,0,1.022,2.71862784414995,2.40251818502052,4.64358034953938,0
"YDL243C","NC_001136.10","17577","18566","-",990,19,17,9,19,26.3951577388519,20.8706754732733,14.2372173516877,21.0799128401078,0.989,26.6887338107703,21.1028063430468,14.3955686063577,21.3143709202303
"YDL242W","NC_001136.10","18959","19312","+",354,2,2,3,2,2.77843765672125,2.45537358509097,4.74573911722925,2.21893819369555,0.353,7.8709282060092,6.95573253566848,13.4440201621225,6.28594389148882
"YDL241W","NC_001136.10","20635","21006","+",372,2,9,6,12,2.77843765672125,11.0491811329094,9.4914782344585,13.3136291621733,0.371,7.48905028765835,29.7821593878959,25.5834992842547,35.885792889955
"YDL240W","NC_001136.10","22823","25876","+",3054,21,14,26,19,29.1735953955731,17.1876150956368,41.1297390159868,21.0799128401078,3.053,9.55571418132103,5.62974618265208,13.4719092748073,6.9046553685253
"YDL239C","NC_001136.10","26403","28775","-",2373,41,20,23,34,56.9579719627856,24.5537358509097,36.3839998987576,37.7219492928244,2.372,24.0126357347325,10.3514906622722,15.3389544261204,15.9030140357607
"YDL238C","NC_001136.10","28985","30454","-",1470,63,40,31,33,87.5207861867193,49.1074717018194,49.0393042113689,36.6124801959766,1.469,59.578479364683,33.4291842762556,33.3827802664186,24.9234038093782
"YDL237W","NC_001136.10","30657","31829","+",1173,109,92,50,70,151.424852291308,112.947184914185,79.0956519538208,77.6628367793443,1.172,129.202092398727,96.3713181861644,67.4877576397788,66.2652190950037
"YDL236W","NC_001136.10","32296","33234","+",939,99,109,91,171,137.532664007702,133.817860387458,143.954086555954,189.71921556097,0.938,146.623309176654,142.662964165733,153.469175432787,202.259291642825
"YDL235C","NC_001136.10","33415","33918","-",504,39,45,36,52,54.1795343060644,55.2459056645469,56.948869406751,57.6923930360844,0.503,107.712791860963,109.832814442439,113.218428244038,114.696606433567
"YDL234C","NC_001136.10","34237","36477","-",2241,178,184,96,111,247.280951448191,225.894369828369,151.863651751336,123.151069750103,2.24,110.393281896514,100.845700816236,67.796273103275,54.9781561384389
"YDL233W","NC_001136.10","36797","38173","+",1377,49,47,25,38,68.0717225896706,57.7012792496378,39.5478259769104,42.1598256802155,1.376,49.4707286262141,41.9340692221205,28.7411525994988,30.639408197831
"YDL232W","NC_001136.10","38487","38597","+",111,23,15,9,13,31.9520330522944,18.4153018881823,14.2372173516877,14.4230982590211,0.11,290.473027748131,167.411835347112,129.429248651707,131.11907508201
"YDL231C","NC_001136.10","38867","42244","-",3378,101,52,59,89,140.311101664423,63.8397132123653,93.3328693055085,98.7427496194521,3.377,41.5490381002141,18.9042680522254,27.6378055390905,29.2397837191152
"YDL230W","NC_001136.10","42700","43707","+",1008,47,44,23,27,65.2932849329493,54.0182188720014,36.3839998987576,29.95566561489,1.007,64.8394090694631,53.6427198331692,36.1310823225001,29.7474335798311
"YDL229W","NC_001136.10","44065","45906","+",1842,570,1317,2146,3543,791.854732165556,1616.8635057824,3394.78538185799,3930.84901013167,1.841,430.122070703724,878.252854851931,1843.98988694079,2135.1705649819
"YDL227C","NC_001136.10","46271","48031","-",1761,6,20,29,50,8.33531297016375,24.5537358509097,45.8754781332161,55.4734548423888,1.76,4.73597327850213,13.950986278926,26.0656125756909,31.5190084331755
"YDL226C","NC_001136.10","51115","52173","-",1059,87,95,90,149,120.862038067374,116.630245291821,142.372173516877,165.310895430319,1.058,114.236330876535,110.236526740852,134.567271755083,156.248483393496
"YDL225W","NC_001136.10","52445","54100","+",1656,82,89,69,97,113.915943925571,109.264124536548,109.151999696273,107.618502394234,1.655,68.8313860577469,66.0206190553161,65.9528699071134,65.0262854345827
"YDL224C","NC_001136.10","54397","56346","-",1950,99,91,72,99,137.532664007702,111.719498121639,113.897738813502,109.83744058793,1.949,70.5657588546443,57.3214459320878,58.4390655790159,56.3557930158696
"YDL223C","NC_001136.10","57265","60405","-",3141,91,46,40,42,126.418913380817,56.4735924570923,63.2765215630566,46.5977020676066,3.14,40.2608004397506,17.9852205277364,20.1517584595722,14.8400325056072
"YDL222C","NC_001136.10","60872","61801","-",930,124,73,26,12,172.263134716717,89.6211358558205,41.1297390159868,13.3136291621733,0.929,185.428562666004,96.4705445164913,44.2731313412129,14.331140109982
"YDL220C","NC_001136.10","62244","65018","-",2775,20,22,13,17,27.7843765672125,27.0091094360007,20.5648695079934,18.8609746464122,2.774,10.0159973205524,9.73652106560947,7.41343529487866,6.79919778169149
"YDL219W","NC_001136.10;NC_001136.10","65242;65378","65306;65765","+;+",453,15,20,11,20,20.8382824254094,24.5537358509097,17.4010434298406,22.1893819369555,0.523,39.8437522474366,46.9478696958121,33.2715935561005,42.4271165142553
"YDL218W","NC_001136.10","66493","67446","+",954,3,0,5,6,4.16765648508187,0,7.90956519538208,6.65681458108666,0.953,4.37319673146052,0,8.29964868350691,6.98511498540048
"YDL217C","NC_001136.10","67983","68606","-",624,46,30,21,24,63.9040661045887,36.8306037763646,33.2201738206047,26.6272583243466,0.623,102.574744951186,59.1181441033139,53.3229114295421,42.7403825430925
"YDL216C","NC_001136.10","68997","70319","-",1323,34,18,17,30,47.2334401642612,22.0983622658187,26.8925216642991,33.2840729054333,1.322,35.7287747082158,16.7158564794393,20.3423008050674,25.1770596864094
"YDL215C","NC_001136.10","70640","73918","-",3279,224,286,202,239,311.18501755278,351.118422668009,319.546433893436,265.163114146619,3.278,94.9313659404453,107.113612772425,97.482133585551,80.8917370795054
"YDL214C","NC_001136.10","74446","76545","-",2100,49,12,25,22,68.0717225896706,14.7322415105458,39.5478259769104,24.4083201306511,2.099,32.4305491137068,7.01869533613427,18.8412701176324,11.6285469893526
"YDL213C","NC_001136.10","77289","77966","-",678,41,69,82,121,56.9579719627856,84.7103886856385,129.716869204266,134.245760718581,0.677,84.1328980247941,125.126128043779,191.605419799507,198.295067531139
"YDL212W","NC_001136.10","78426","79058","+",633,89,92,76,124,123.640475724096,112.947184914185,120.225390969808,137.574168009124,0.632,195.633664120404,178.713900180672,190.23004900286,217.680645584057
"YDL211C","NC_001136.10","79294","80412","-",1119,10,2,3,8,13.8921882836062,2.45537358509097,4.74573911722925,8.87575277478221,1.118,12.4259286973222,2.19621966466098,4.24484715315675,7.9389559702882
"YNCD0001W","NC_001136.10","83548","83618","+",71,0,0,0,0,0,0,0,0,0.07,0,0,0,0
"YDL210W","NC_001136.10","84270","85985","+",1716,9,7,4,5,12.5029694552456,8.5938075478184,6.32765215630566,5.54734548423888,1.715,7.29036119839395,5.01096650018566,3.68959309405578,3.23460378089731
"YDL209C","NC_001136.10","86207","87226","-",1020,6,6,5,14,8.33531297016375,7.36612075527291,7.90956519538208,15.5325673558689,1.019,8.1798949658133,7.22877404835419,7.76208556956043,15.24295128152
"YDL208W","NC_001136.10","87512","87982","+",471,33,56,96,155,45.8442213359006,68.7504603825472,151.863651751336,171.967710011405,0.47,97.540896459363,146.277575282015,323.114152662417,365.888744705118
"YDL207W","NC_001136.10","88248","89864","+",1617,73,69,65,73,101.412974470326,84.7103886856385,102.824347539967,80.9912440698877,1.616,62.7555535088648,52.4197949787367,63.6289279331479,50.1183441026533
"YDL206W","NC_001136.10","90176","92464","+",2289,51,34,38,45,70.8501602463919,41.7413509465465,60.1126954849038,49.9261093581499,2.288,30.9659791286678,18.2435974416724,26.273031243402,21.8208519921984
"YDL205C","NC_001136.10","92762","93745","-",984,77,101,56,95,106.969849783768,123.996366047094,88.5871301882793,105.399564200539,0.983,108.819786148289,126.140758949231,90.1191558375171,107.222344049378
"YDL204W","NC_001136.10","94605","95786","+",1182,401,320,89,102,557.07675017261,392.859773614555,140.790260477801,113.165847878473,1.181,471.699195743108,332.650104669395,119.212752309738,95.8220557819417
"YDL203C","NC_001136.10","96082","97953","-",1872,31,32,36,51,43.0657836791794,39.2859773614555,56.948869406751,56.5829239392366,1.871,23.0175220091819,20.9973155325791,30.4376640335387,30.2420758627668
"YDL202W","NC_001136.10","98475","99224","+",750,55,55,18,42,76.4070355598343,67.5227735900017,28.4744347033755,46.5977020676066,0.749,102.012063497776,90.1505655407233,38.0166017401542,62.2132203839875
"YDL201W","NC_001136.10","99561","100421","+",861,28,30,39,72,38.8981271940975,36.8306037763646,61.6946085239802,79.8817749730399,0.86,45.2303804582529,42.826283460889,71.7379168883491,92.885784852372
"YDL200C","NC_001136.10","100501","101067","-",567,16,20,18,19,22.22750125377,24.5537358509097,28.4744347033755,21.0799128401078,0.566,39.2712036285689,43.3811587471903,50.3081885218648,37.2436622616745
"YDL199C","NC_001136.10","101290","103353","-",2064,69,48,40,31,95.8560991568831,58.9289660421833,63.2765215630566,34.3935420022811,2.063,46.4644203378008,28.5646951246647,30.6720899481612,16.6716151247121
"YDL198C","NC_001136.10","103649","104551","-",903,56,301,32,52,77.796254388195,369.533724556191,50.6212172504453,57.6923930360844,0.902,86.2486190556485,409.682621459192,56.1210834262143,63.9605244302487
"YDL197C","NC_001136.10","104917","106494","-",1578,78,45,35,65,108.359068612129,55.2459056645469,55.3669563676746,72.1154912951055,1.577,68.71215511232,35.0322800662948,35.1090401824189,45.7295442581519
"YDL195W","NC_001136.10","107208","111029","+",3822,478,426,344,496,664.046599956378,522.994573624377,544.178085442287,550.296672036497,3.821,173.788694047731,136.873743424333,142.41771406498,144.019019114498
