# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YDR276C	NC_001136.10	1013476	1013643	-	168	343	309	194	241
YDR277C	NC_001136.10	1014401	1015702	-	1302	268	233	233	256
YDR278C	NC_001136.10	1017001	1017318	-	318	0	0	0	0
YNCD0021C	NC_001136.10	1017207	1017278	-	72	0	0	0	0
YDR279W	NC_001136.10	1019368	1020420	+	1053	23	14	21	36
YDR280W	NC_001136.10	1020747	1021664	+	918	40	48	50	53
YDR281C	NC_001136.10	1022007	1022321	-	315	3	0	2	0
YDR282C	NC_001136.10	1023511	1024755	-	1245	38	25	20	18
YDR283C	NC_001136.10	1025070	1030049	-	4980	87	51	54	85
YDR284C	NC_001136.10	1030550	1031419	-	870	66	82	64	94
YDR285W	NC_001136.10	1032436	1035063	+	2628	14	12	11	13
YDR286C	NC_001136.10	1035231	1035575	-	345	18	18	14	15
YDR287W	NC_001136.10	1035995	1036873	+	879	58	46	28	36
YDR288W	NC_001136.10	1037195	1038106	+	912	37	27	22	32
YDR289C	NC_001136.10	1038280	1039509	-	1230	46	56	34	62
YDR291W	NC_001136.10	1039728	1042961	+	3234	49	39	30	56
YDR292C	NC_001136.10	1043146	1045011	-	1866	102	129	107	138
YDR293C	NC_001136.10	1045640	1049392	-	3753	520	442	338	406
YDR294C	NC_001136.10	1050459	1052228	-	1770	214	163	149	213
YDR295C	NC_001136.10	1052623	1054647	-	2025	44	68	56	69
YDR296W	NC_001136.10	1055212	1055892	+	681	73	57	43	57
YDR297W	NC_001136.10	1056551	1057600	+	1050	72	43	50	97
YDR298C	NC_001136.10	1058176	1058814	-	639	283	251	183	288
YDR299W	NC_001136.10	1059627	1061231	+	1605	19	6	18	42
YDR300C	NC_001136.10	1061505	1062791	-	1287	34	52	53	90
YDR301W	NC_001136.10	1063352	1067425	+	4074	56	72	64	78
YDR302W	NC_001136.10	1067731	1068390	+	660	19	20	15	19
YDR303C	NC_001136.10	1068729	1071386	-	2658	62	49	50	75
YDR304C	NC_001136.10	1071880	1072557	-	678	189	184	97	153
YDR305C	NC_001136.10;NC_001136.10	1072746;1073402	1073312;1073488	-;-	654	29	15	14	30
YDR306C	NC_001136.10	1073735	1075171	-	1437	90	81	47	65
YNCD0022C	NC_001136.10	1075472	1075544	-	73	0	0	0	0
YDR307W	NC_001136.10	1075865	1077853	+	1989	71	57	40	44
YDR308C	NC_001136.10	1078027	1078449	-	423	18	25	17	23
YDR309C	NC_001136.10	1079048	1080199	-	1152	75	53	73	115
YDR310C	NC_001136.10	1081128	1084316	-	3189	97	106	92	136
YDR311W	NC_001136.10	1085065	1086993	+	1929	42	41	48	65
YDR312W	NC_001136.10	1087581	1088942	+	1362	24	23	22	40
YDR313C	NC_001136.10	1089219	1090079	-	861	56	20	27	19
YDR314C	NC_001136.10	1090433	1092511	-	2079	37	14	24	23
YDR315C	NC_001136.10	1092741	1093586	-	846	17	17	9	21
YDR316W	NC_001136.10	1093763	1095178	+	1416	64	58	27	50
YNCD0023C	NC_001136.10;NC_001136.10	1095370;1095425	1095405;1095461	-;-	73	0	0	0	0
YDR316W-B	NC_001136.10	1096064	1101332	+	5269	154	315	153	216
YDR316W-A	NC_001136.10	1096064	1097386	+	1323	0	0	0	0
YDR317W	NC_001136.10	1102184	1103428	+	1245	13	6	8	8
YDR318W	NC_001136.10;NC_001136.10	1103758;1103893	1103809;1104947	+;+	1107	25	19	16	37
YDR319C	NC_001136.10	1105003	1105827	-	825	39	32	33	32
YDR320C	NC_001136.10	1106095	1108101	-	2007	79	76	69	63
YDR320C-A	NC_001136.10	1108280	1108498	-	219	18	19	13	16
YDR321W	NC_001136.10	1108702	1109847	+	1146	27	75	49	103
YDR322W	NC_001136.10	1110589	1111692	+	1104	48	50	28	47
YDR322C-A	NC_001136.10	1112003	1112293	-	291	182	133	92	117
YDR323C	NC_001136.10	1112480	1114027	-	1548	25	20	11	23
YDR324C	NC_001136.10	1114433	1116763	-	2331	28	12	44	86
YDR325W	NC_001136.10	1117126	1120233	+	3108	41	32	32	40
YDR326C	NC_001136.10	1120609	1124925	-	4317	81	76	82	96
YDR328C	NC_001136.10	1125434	1126018	-	585	99	135	94	130
YDR329C	NC_001136.10	1126270	1127595	-	1326	116	99	43	91
YDR330W	NC_001136.10	1127872	1129374	+	1503	119	109	53	59
YDR331W	NC_001136.10	1129588	1130823	+	1236	28	33	36	47
YDR332W	NC_001136.10	1131001	1133070	+	2070	42	32	31	32
YDR333C	NC_001136.10	1133260	1135431	-	2172	55	56	68	113
YDR334W	NC_001136.10	1135932	1140476	+	4545	106	85	65	94
YDR335W	NC_001136.10	1141168	1144842	+	3675	183	154	113	152
YDR336W	NC_001136.10	1145092	1146036	+	945	16	14	10	22
YDR337W	NC_001136.10	1146319	1147179	+	861	52	44	31	19
YDR338C	NC_001136.10	1147379	1149466	-	2088	45	45	27	47
YDR339C	NC_001136.10	1149951	1150520	-	570	12	18	23	48
YNCD0024C	NC_001136.10	1150842	1150941	-	100	0	0	0	0
YDR341C	NC_001136.10	1151803	1153626	-	1824	132	710	241	365
YDR342C	NC_001136.10	1154216	1155928	-	1713	8457	6426	2821	3443
YDR343C	NC_001136.10	1159608	1161320	-	1713	7587	5700	2449	2884
YDR344C	NC_001136.10	1162006	1162449	-	444	1	2	2	4
YDR345C	NC_001136.10	1162957	1164660	-	1704	1354	1151	1197	1611
YDR346C	NC_001136.10	1167214	1168659	-	1446	205	154	122	164
YDR347W	NC_001136.10	1169178	1170143	+	966	97	81	38	59
YDR348C	NC_001136.10	1170326	1171825	-	1500	80	81	56	97
YDR349C	NC_001136.10	1172386	1174176	-	1791	94	72	71	115
YNCD0025W	NC_001136.10	1175829	1175901	+	73	0	0	0	0
YDR350C	NC_001136.10	1176120	1178174	-	2055	69	50	34	57
YDR351W	NC_001136.10	1178666	1181260	+	2595	60	40	56	68
YDR352W	NC_001136.10	1181801	1182754	+	954	32	36	32	43
YDR353W	NC_001136.10	1183299	1184258	+	960	285	338	196	253
YDR354W	NC_001136.10	1184747	1185889	+	1143	42	136	41	71
YDR356W	NC_001136.10	1186107	1188941	+	2835	89	52	49	81
YDR357C	NC_001136.10	1189199	1189567	-	369	21	14	12	34
YDR358W	NC_001136.10	1190059	1191732	+	1674	179	186	107	114
YDR359C	NC_001136.10	1191936	1194884	-	2949	83	73	59	113
YDR361C	NC_001136.10	1195412	1196263	-	852	26	26	51	61
YDR362C	NC_001136.10	1196679	1198697	-	2019	48	47	33	45
YDR363W	NC_001136.10	1199183	1200553	+	1371	38	27	27	36
YNCD0026W	NC_001136.10	1201750	1201822	+	73	0	0	0	0
YDR363W-A	NC_001136.10	1202128	1202397	+	270	79	102	63	80
YDR364C	NC_001136.10	1202843	1204210	-	1368	26	20	14	29
YDR365C	NC_001136.10	1204497	1206383	-	1887	108	121	103	188
YDR365W-B	NC_001136.10	1206997	1212265	+	5269	131	369	143	227
YDR365W-A	NC_001136.10	1206997	1208319	+	1323	0	0	0	0
YDR366C	NC_001136.10	1212438	1212836	-	399	4	7	13	5
YDR367W	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	32	34	22	41
YDR368W	NC_001136.10	1213904	1214842	+	939	97	99	60	76
YDR369C	NC_001136.10	1215016	1217580	-	2565	32	25	20	32
YDR370C	NC_001136.10	1217782	1219110	-	1329	19	13	8	21
YDR371W	NC_001136.10	1219413	1220948	+	1536	37	50	37	45
YDR372C	NC_001136.10	1221112	1222149	-	1038	84	86	87	117
YDR373W	NC_001136.10	1222759	1223331	+	573	60	58	32	48
YDR374C	NC_001136.10	1223474	1224394	-	921	0	0	0	1
YDR374W-A	NC_001136.10	1224757	1225026	+	270	7	6	9	11
YDR375C	NC_001136.10	1225166	1226536	-	1371	32	41	26	29
YDR376W	NC_001136.10	1226822	1228303	+	1482	56	58	53	53
YDR377W	NC_001136.10	1228611	1228916	+	306	169	157	104	139
YDR378C	NC_001136.10	1229349	1229609	-	261	29	30	29	36
YDR379W	NC_001136.10	1230167	1233196	+	3030	59	85	52	79
YDR379C-A	NC_001136.10	1233278	1233517	-	240	18	13	6	9
YDR380W	NC_001136.10	1234218	1236125	+	1908	20	44	18	18
YDR381W	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	288	279	265	308
YDR381C-A	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	20	31	15	26
YDR382W	NC_001136.10	1239492	1239824	+	333	371	690	1236	1732
YDR383C	NC_001136.10	1239960	1240676	-	717	21	37	60	68
YDR384C	NC_001136.10	1241204	1242031	-	828	56	126	59	90
YDR385W	NC_001136.10	1243230	1245758	+	2529	1010	1773	2305	3499
YDR386W	NC_001136.10	1246084	1247982	+	1899	43	27	17	20
YDR387C	NC_001136.10	1248154	1249821	-	1668	61	44	18	43
YDR388W	NC_001136.10	1250186	1251634	+	1449	310	322	189	243
YDR389W	NC_001136.10	1252537	1254501	+	1965	73	55	30	53
YDR390C	NC_001136.10	1254937	1256847	-	1911	74	76	52	101
YNCD0027C	NC_001136.10	1257008	1257079	-	72	0	0	0	0
YDR391C	NC_001136.10	1257358	1258056	-	699	50	59	33	41
YDR392W	NC_001136.10	1258696	1259709	+	1014	57	57	34	69
YDR393W	NC_001136.10	1259901	1261271	+	1371	36	25	25	35
YDR394W	NC_001136.10	1261681	1262967	+	1287	268	296	168	240
YDR395W	NC_001136.10	1263324	1266158	+	2835	87	97	121	167
YDR397C	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	47	52	29	50
YDR398W	NC_001136.10	1267471	1269402	+	1932	22	11	44	80
YDR399W	NC_001136.10	1270068	1270733	+	666	80	137	175	268
YDR400W	NC_001136.10	1271063	1272085	+	1023	18	34	32	58
YDR402C	NC_001136.10	1272234	1273703	-	1470	4	5	3	8
YDR403W	NC_001136.10	1274602	1276212	+	1611	5	3	5	5
YDR404C	NC_001136.10	1276654	1277169	-	516	60	66	51	72
YDR405W	NC_001136.10	1277646	1278437	+	792	74	74	50	60
YDR406W	NC_001136.10	1279210	1283799	+	4590	204	91	72	68
YDR407C	NC_001136.10	1284069	1287938	-	3870	71	64	67	93
YDR408C	NC_001136.10	1288215	1288859	-	645	111	157	134	204
YDR409W	NC_001136.10	1289406	1292120	+	2715	52	49	72	64
YDR410C	NC_001136.10	1292372	1293091	-	720	15	19	11	16
YDR411C	NC_001136.10	1293369	1294394	-	1026	101	58	43	86
YDR412W	NC_001136.10	1294693	1295400	+	708	21	17	32	53
YDR414C	NC_001136.10	1295598	1296686	-	1089	22	23	21	35
YDR415C	NC_001136.10	1297037	1298161	-	1125	51	43	31	30
YDR416W	NC_001136.10	1298432	1301011	+	2580	39	38	30	56
YDR418W	NC_001136.10	1301616	1302113	+	498	290	674	1079	1569
YDR419W	NC_001136.10	1303174	1305072	+	1899	28	31	27	37
YNCD0028W	NC_001136.10	1305630	1305712	+	83	0	0	0	0
YDR420W	NC_001136.10	1306267	1311675	+	5409	54	38	43	60
YDR421W	NC_001136.10	1312040	1314892	+	2853	73	40	47	61
YDR422C	NC_001136.10	1315326	1317773	-	2448	98	60	52	66
YDR423C	NC_001136.10	1318046	1319275	-	1230	65	65	48	69
YDR424C	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	26	21	17	26
YDR425W	NC_001136.10	1320064	1321941	+	1878	40	47	31	39
YDR427W	NC_001136.10	1322205	1323386	+	1182	157	186	104	172
YDR428C	NC_001136.10	1323454	1324239	-	786	21	14	19	23
YDR429C	NC_001136.10	1324477	1325301	-	825	129	210	195	359
YDR430C	NC_001136.10	1325501	1328470	-	2970	125	130	76	87
YDR432W	NC_001136.10	1328783	1330027	+	1245	291	326	237	391
YDR434W	NC_001136.10	1331237	1332841	+	1605	82	86	63	78
YDR435C	NC_001136.10	1332983	1333969	-	987	50	56	33	66
YDR436W	NC_001136.10	1334821	1336953	+	2133	133	135	76	92
YDR437W	NC_001136.10	1337352	1337774	+	423	9	6	3	3
YDR438W	NC_001136.10	1338274	1339386	+	1113	23	18	15	23
YDR439W	NC_001136.10	1339676	1340719	+	1044	21	24	16	34
YDR440W	NC_001136.10	1342493	1344241	+	1749	24	13	27	28
YDR441C	NC_001136.10	1344517	1345062	-	546	17	25	40	31
YDR443C	NC_001136.10	1345676	1349938	-	4263	67	48	57	57
YDR444W	NC_001136.10	1350290	1352353	+	2064	72	35	37	58
YNCD0029C	NC_001136.10	1352466	1352538	-	73	0	0	0	0
YDR446W	NC_001136.10	1353725	1354633	+	909	0	1	1	3
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	122	363	522	824
YDR448W	NC_001136.10	1356065	1357369	+	1305	30	22	19	39
YDR449C	NC_001136.10	1357580	1358902	-	1323	17	5	20	50
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	186	466	767	1169
YDR451C	NC_001136.10	1361120	1362181	-	1062	33	18	7	11
YDR452W	NC_001136.10	1362878	1364902	+	2025	293	279	174	194
YDR453C	NC_001136.10	1365072	1365662	-	591	103	69	23	23
YDR454C	NC_001136.10	1366264	1366827	-	564	69	130	130	174
YDR456W	NC_001136.10	1367485	1369386	+	1902	96	78	75	94
YDR457W	NC_001136.10	1369790	1379596	+	9807	226	145	155	248
YDR458C	NC_001136.10	1380055	1382046	-	1992	75	67	57	94
YDR459C	NC_001136.10	1382319	1383443	-	1125	37	18	19	27
YDR460W	NC_001136.10	1383811	1384776	+	966	45	38	35	46
YDR461W	NC_001136.10	1385176	1385286	+	111	18	43	43	37
YDR461C-A	NC_001136.10	1385524	1385766	-	243	19	15	6	10
YDR462W	NC_001136.10	1386073	1386516	+	444	46	39	17	22
YDR463W	NC_001136.10	1386816	1388375	+	1560	125	91	63	106
YDR464W	NC_001136.10	1388872	1393179	+	4308	91	61	79	102
YDR465C	NC_001136.10	1393336	1394574	-	1239	24	29	59	88
YDR466W	NC_001136.10	1395121	1397817	+	2697	94	94	65	85
YDR468C	NC_001136.10	1398026	1398700	-	675	59	56	34	46
YDR469W	NC_001136.10	1399015	1399542	+	528	18	18	23	20
YDR470C	NC_001136.10	1399706	1401214	-	1509	68	52	37	47
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	113	244	397	562
YNCD0030W	NC_001136.10	1402919	1403042	+	124	1	3	2	1
YDR472W	NC_001136.10	1403322	1404173	+	852	28	32	26	49
YDR473C	NC_001136.10	1404445	1405854	-	1410	53	39	37	63
YDR475C	NC_001136.10	1407464	1410094	-	2631	111	98	83	102
YDR476C	NC_001136.10	1410453	1411127	-	675	51	55	26	41
YDR477W	NC_001136.10	1412373	1414274	+	1902	185	192	126	166
YDR478W	NC_001136.10	1414575	1415171	+	597	4	4	7	12
YDR479C	NC_001136.10	1415210	1416874	-	1665	130	92	64	89
YDR480W	NC_001136.10	1417399	1418370	+	972	49	24	21	37
YDR481C	NC_001136.10	1418550	1420250	-	1701	160	157	73	114
YDR482C	NC_001136.10	1420431	1420838	-	408	12	17	13	23
YDR483W	NC_001136.10	1421157	1422485	+	1329	209	208	164	263
YDR484W	NC_001136.10	1422763	1424688	+	1926	31	33	44	41
YDR485C	NC_001136.10	1424820	1427207	-	2388	105	82	64	77
YDR486C	NC_001136.10	1427431	1428120	-	690	61	52	39	50
YDR487C	NC_001136.10	1428354	1428980	-	627	74	221	70	94
YDR488C	NC_001136.10	1429188	1430789	-	1602	37	22	23	17
YDR489W	NC_001136.10	1431012	1431896	+	885	30	9	21	34
YDR490C	NC_001136.10	1431968	1434268	-	2301	103	103	71	84
YDR492W	NC_001136.10	1434924	1435874	+	951	21	14	8	24
YDR493W	NC_001136.10	1436217	1436588	+	372	21	20	11	13
YDR494W	NC_001136.10	1436930	1438015	+	1086	111	95	46	71
YDR495C	NC_001136.10	1438115	1441150	-	3036	56	47	42	58
YDR496C	NC_001136.10	1441433	1443403	-	1971	31	24	38	100
YDR497C	NC_001136.10	1443713	1445467	-	1755	1136	1192	795	1099
YDR498C	NC_001136.10	1445843	1446994	-	1152	30	36	43	64
YDR499W	NC_001136.10	1447830	1450073	+	2244	34	16	25	31
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	212	323	654	806
YDR501W	NC_001136.10	1451353	1452918	+	1566	34	7	9	27
YDR502C	NC_001136.10	1453310	1454464	-	1155	849	282	116	166
YDR503C	NC_001136.10	1455042	1455866	-	825	17	23	17	20
YDR504C	NC_001136.10	1456311	1456694	-	384	14	11	11	12
YDR505C	NC_001136.10	1456695	1459220	-	2526	205	168	113	138
YDR506C	NC_001136.10	1459728	1461554	-	1827	21	20	12	29
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	0	0	0	0
YDR507C	NC_001136.10	1462358	1465786	-	3429	92	84	67	117
YDR508C	NC_001136.10	1466453	1468444	-	1992	102	428	503	735
YDR510W	NC_001136.10	1469400	1469705	+	306	98	116	94	110
YDR511W	NC_001136.10	1470017	1470418	+	402	52	44	26	31
YDR512C	NC_001136.10	1470500	1471063	-	564	51	42	37	45
YDR513W	NC_001136.10	1471017	1471448	+	432	281	254	165	200
YDR514C	NC_001136.10	1471548	1472999	-	1452	20	10	13	17
YDR515W	NC_001136.10	1473429	1474772	+	1344	39	45	18	27
YDR516C	NC_001136.10	1474974	1476476	-	1503	936	1228	541	620
YDR517W	NC_001136.10	1477239	1478357	+	1119	148	146	122	138
YDR518W	NC_001136.10	1478608	1480161	+	1554	32	29	16	33
YDR519W	NC_001136.10	1480425	1480832	+	408	44	55	23	41
YDR520C	NC_001136.10	1481085	1483403	-	2319	34	24	29	53
YDR522C	NC_001136.10	1483795	1485303	-	1509	3	2	5	9
YDR523C	NC_001136.10	1485566	1487038	-	1473	1	0	2	1
YDR524C	NC_001136.10	1487542	1488990	-	1449	37	24	23	53
YDR524W-C	NC_001136.10	1489403	1489492	+	90	470	662	456	731
YDR524C-B	NC_001136.10	1489598	1489798	-	201	778	1096	772	958
YDR525W	NC_001136.10	1489905	1490234	+	330	0	0	0	0
YDR525W-A	NC_001136.10	1490596	1490835	+	240	12	14	6	13
YDR527W	NC_001136.10	1491094	1492413	+	1320	32	25	26	46
YNCD0032C	NC_001136.10	1492477	1493026	-	550	4	1	4	4
YDR528W	NC_001136.10	1494586	1495857	+	1272	9	5	0	2
YDR529C	NC_001136.10	1496165	1496548	-	384	362	427	287	366
YDR530C	NC_001136.10	1496791	1497768	-	978	60	39	29	33
YDR531W	NC_001136.10	1498232	1499335	+	1104	44	89	61	88
YDR532C	NC_001136.10	1499396	1500553	-	1158	37	32	17	30
YDR533C	NC_001136.10	1501447	1502160	-	714	61	71	23	30
YDR534C	NC_001136.10	1503314	1504900	-	1587	8	4	4	6
YDR536W	NC_001136.10	1508005	1509714	+	1710	16	7	13	15
YDR538W	NC_001136.10	1510902	1511630	+	729	30	10	21	27
YDR539W	NC_001136.10	1512094	1513605	+	1512	18	8	18	14
YDR540C	NC_001136.10	1517136	1517675	-	540	17	9	7	6
YDR541C	NC_001136.10	1519664	1520698	-	1035	9	24	14	19
YDR542W	NC_001136.10	1523249	1523611	+	363	3	0	0	0
YDR545W	NC_001136.10	1526321	1531711	+	5391	190	122	98	168
YEL077C	NC_001137.3	264	4097	-	3834	141	90	87	99
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	2	0	2	2
YEL076C	NC_001137.3	4464	5114	-	651	2	0	0	1
YEL075C	NC_001137.3	5345	5713	-	369	3	1	1	2
YEL073C	NC_001137.3	7230	7553	-	324	19	12	9	17
YEL072W	NC_001137.3	13720	14415	+	696	35	13	12	17
YEL071W	NC_001137.3	16355	17845	+	1491	323	329	304	515
YEL070W	NC_001137.3	19589	21097	+	1509	37	22	24	11
YEL069C	NC_001137.3	21537	23231	-	1695	50	2	17	2
YEL068C	NC_001137.3	25646	25978	-	333	16	8	10	17
YEL067C	NC_001137.3	26189	26776	-	588	7	6	10	3
YEL066W	NC_001137.3	26721	27206	+	486	40	26	25	37
YEL065W	NC_001137.3	27657	29543	+	1887	17	34	12	39
YEL064C	NC_001137.3	29797	31239	-	1443	16	11	16	13
YEL063C	NC_001137.3	31694	33466	-	1773	166	196	73	128
YEL062W	NC_001137.3	34407	36254	+	1848	41	37	20	41
YEL061C	NC_001137.3	36535	39537	-	3003	53	33	39	49
YEL060C	NC_001137.3	40046	41953	-	1908	1218	920	400	463
YEL059C-A	NC_001137.3	42400	42624	-	225	4	8	4	9
YEL059W	NC_001137.3	42652	42960	+	309	1	2	1	0
YEL058W	NC_001137.3	43252	44925	+	1674	115	183	135	188
YEL057C	NC_001137.3	45020	45721	-	702	5	7	1	5
YEL056W	NC_001137.3	47168	48373	+	1206	62	81	66	63
YEL055C	NC_001137.3	48471	51539	-	3069	78	69	113	160
YNCE0001C	NC_001137.3	52150	52320	-	171	0	1	0	0
YEL054C	NC_001137.3	52721	53218	-	498	155	370	704	1024
YEL053C	NC_001137.3	53901	56102	-	2202	48	54	37	82
YEL052W	NC_001137.3	56571	58100	+	1530	158	104	80	89
YEL051W	NC_001137.3	58378	59148	+	771	176	241	132	204
YEL050C	NC_001137.3	59670	60851	-	1182	83	82	55	84
YNCE0002W	NC_001137.3	61352	61433	+	82	0	1	1	2
YNCE0003W	NC_001137.3	61699	61789	+	91	1	0	0	1
YNCE0004C	NC_001137.3	61890	61960	-	71	0	0	0	0
YEL049W	NC_001137.3	63728	64090	+	363	0	1	0	2
YEL048C	NC_001137.3	64709	65167	-	459	6	3	4	9
YEL047C	NC_001137.3	65385	66797	-	1413	95	97	64	87
YEL046C	NC_001137.3	67629	68792	-	1164	57	135	73	114
YEL044W	NC_001137.3	69757	70257	+	501	45	32	28	36
YEL043W	NC_001137.3	70478	73348	+	2871	101	68	80	120
YEL042W	NC_001137.3	73771	75327	+	1557	140	115	125	179
YEL041W	NC_001137.3	75944	77431	+	1488	144	27	15	23
YEL040W	NC_001137.3	78053	79456	+	1404	41	91	119	179
YEL039C	NC_001137.3	79636	79977	-	342	198	180	103	97
YEL038W	NC_001137.3	80462	81145	+	684	64	42	40	45
YEL037C	NC_001137.3	81407	82603	-	1197	171	199	149	214
YEL036C	NC_001137.3	83050	84552	-	1503	62	59	86	101
YEL035C	NC_001137.3	85045	85545	-	501	3	1	1	0
YEL034W	NC_001137.3	85676	86149	+	474	1105	1528	1451	1988
YEL033W	NC_001137.3	86179	86598	+	420	209	329	295	447
YNCE0005W	NC_001137.3	86604	86685	+	82	0	0	0	0
YEL032W	NC_001137.3	86937	89852	+	2916	46	61	54	99
YEL031W	NC_001137.3	90258	93905	+	3648	257	321	223	319
YEL030W	NC_001137.3	94644	96578	+	1935	30	21	11	30
YEL029C	NC_001137.3	96858	97796	-	939	7	24	13	20
YEL028W	NC_001137.3	98668	99129	+	462	5	1	4	5
YNCE0006W	NC_001137.3	100133	100204	+	72	0	0	0	0
YEL027W	NC_001137.3	100769	101251	+	483	340	341	252	413
YEL026W	NC_001137.3	101943	102323	+	381	19	40	99	101
YEL025C	NC_001137.3	102581	106147	-	3567	134	79	74	110
YEL024W	NC_001137.3	107260	107907	+	648	430	370	285	357
YEL023C	NC_001137.3	108504	110552	-	2049	17	9	10	22
YEL022W	NC_001137.3	111421	115800	+	4380	63	54	81	135
YEL021W	NC_001137.3	116167	116970	+	804	70	77	63	94
YEL020W-A	NC_001137.3	117211	117474	+	264	39	39	29	49
YNCE0007C	NC_001137.3	117667	118035	-	369	5	3	3	4
YEL020C	NC_001137.3	118617	120299	-	1683	54	33	28	44
YEL019C	NC_001137.3	120498	121301	-	804	6	2	3	2
YEL018W	NC_001137.3	121471	122310	+	840	16	11	13	28
YEL017C-A	NC_001137.3	122798	122929	-	132	70	87	59	100
YEL017W	NC_001137.3	123657	124670	+	1014	79	47	44	48
YEL016C	NC_001137.3	124737	126218	-	1482	45	25	22	15
YEL015W	NC_001137.3	126629	128284	+	1656	135	121	104	145
YEL014C	NC_001137.3	128303	128608	-	306	1	2	2	1
YEL013W	NC_001137.3	128825	130561	+	1737	143	112	102	151
YNCE0008C	NC_001137.3	131082	131153	-	72	0	0	0	0
YEL012W	NC_001137.3;NC_001137.3	131772;131900	131776;132551	+;+	657	72	61	35	38
YEL011W	NC_001137.3	133120	135234	+	2115	1143	1308	852	1033
YNCE0009C	NC_001137.3	135425	135497	-	73	0	0	0	0
YEL009C-A	NC_001137.3	136371	136778	-	408	2	0	1	0
YNCE0010W	NC_001137.3	138666	138737	+	72	0	0	0	0
YEL009C	NC_001137.3	138918	139763	-	846	3	829	7	11
YEL008W	NC_001137.3	140512	140892	+	381	1	2	1	3
YEL007W	NC_001137.3	141892	143892	+	2001	167	225	118	149
YEL006W	NC_001137.3	144327	145334	+	1008	42	42	28	34
YEL005C	NC_001137.3	145907	146755	-	849	31	23	13	17
YEL004W	NC_001137.3	146951	147979	+	1029	19	18	19	21
YEL003W	NC_001137.3;NC_001137.3	148176;148283	148194;148599	+;+	336	20	24	21	29
YEL002C	NC_001137.3	148722	150014	-	1293	176	152	103	190
YEL001C	NC_001137.3	150301	150978	-	678	102	106	92	146
YER001W	NC_001137.3	153520	155808	+	2289	88	130	86	122
YER002W	NC_001137.3	156803	157498	+	696	29	26	66	81
YER003C	NC_001137.3;NC_001137.3	157736;159088	158994;159118	-;-	1290	217	156	136	184
YER004W	NC_001137.3	159580	160275	+	696	124	141	56	61
YER005W	NC_001137.3	160550	162442	+	1893	51	42	43	67
YER006W	NC_001137.3	162723	164285	+	1563	40	66	82	157
YER007W	NC_001137.3	164527	166083	+	1557	23	8	10	19
YER007C-A	NC_001137.3;NC_001137.3	166237;166875	166771;166885	-;-	546	46	49	60	70
YNCE0011C	NC_001137.3	167427	167586	-	160	2	1	0	0
YER008C	NC_001137.3	167808	171818	-	4011	159	146	114	153
YER009W	NC_001137.3	172115	172492	+	378	116	174	146	227
YER010C	NC_001137.3	172634	173338	-	705	42	46	44	45
YER011W	NC_001137.3	175248	176012	+	765	3	0	5	1
YNCE0012W	NC_001137.3	177099	177170	+	72	0	0	0	0
YER012W	NC_001137.3	177835	178431	+	597	191	236	111	161
YER013W	NC_001137.3	178841	182278	+	3438	45	43	41	60
YER014W	NC_001137.3	182600	184219	+	1620	39	27	23	23
YER014C-A	NC_001137.3;NC_001137.3	183731;184678	184169;184700	-;-	462	0	0	0	0
YER015W	NC_001137.3	184541	186775	+	2235	76	68	61	47
YER016W	NC_001137.3	188277	189311	+	1035	66	57	56	85
YER017C	NC_001137.3	189503	191788	-	2286	178	150	121	135
YER018C	NC_001137.3	191959	192624	-	666	27	17	36	22
YER019W	NC_001137.3	192797	194230	+	1434	82	67	41	67
YER019C-A	NC_001137.3	194273	194539	-	267	70	82	79	104
YER020W	NC_001137.3	195168	196517	+	1350	212	274	158	209
YER021W	NC_001137.3	196948	198519	+	1572	351	371	220	286
YER022W	NC_001137.3	198812	200875	+	2064	57	49	45	87
YER023W	NC_001137.3	201076	201936	+	861	228	259	112	179
YER024W	NC_001137.3	202192	204963	+	2772	136	47	32	41
YER025W	NC_001137.3	205251	206834	+	1584	154	197	247	369
YNCE0013W	NC_001137.3	207357	207428	+	72	1	0	0	0
YER026C	NC_001137.3	207644	208474	-	831	328	275	156	208
